movie_id,title,release_date
11141,Laws of Attraction,2004-04-04
8649,Bringing Out the Dead,1999-10-22
31867,Repo Men,2010-03-18
10253,Dragon Wars: D-War,2007-02-08
3587,Bogus,1996-09-06
124459,The Incredible Burt Wonderstone,2013-03-14
24662,Cats Don't Dance,1997-03-26
32274,Cradle Will Rock,1999-12-10
182,The Good German,2006-12-08
5494,George and the Dragon,2004-03-28
28,Apocalypse Now,1979-08-15
38073,Going the Distance,2010-09-01
2054,Mr. Holland's Opus,1995-12-29
302156,Criminal,2016-04-14
606,Out of Africa,1985-12-20
87502,Flight,2012-11-02
698,Moonraker,1979-06-26
120467,The Grand Budapest Hotel,2014-02-26
11313,Hearts in Atlantis,2001-09-07
6488,Arachnophobia,1990-08-09
10559,Frequency,2000-04-28
296099,Vacation,2015-07-28
8012,Get Shorty,1995-10-20
1574,Chicago,2002-12-26
9032,Big Daddy,1999-06-25
2770,American Pie 2,2001-08-10
862,Toy Story,1995-10-30
1637,Speed,1994-06-09
72570,The Vow,2012-02-05
27569,Extraordinary Measures,2010-01-21
10637,Remember the Titans,2000-09-29
1669,The Hunt for Red October,1990-03-02
132363,The Butler,2013-08-16
9472,DodgeBall: A True Underdog Story,2004-06-18
2907,The Addams Family,1991-11-22
9273,Ace Ventura: When Nature Calls,1995-11-10
9880,The Princess Diaries,2001-08-03
2925,The First Wives Club,1996-09-20
807,Se7en,1995-09-22
17654,District 9,2009-08-05
11836,The SpongeBob SquarePants Movie,2004-11-14
322,Mystic River,2003-10-07
70,Million Dollar Baby,2004-12-15
9535,Analyze This,1999-03-05
11036,The Notebook,2004-06-25
6557,27 Dresses,2008-01-10
18126,Hannah Montana: The Movie,2009-04-10
16340,Rugrats in Paris: The Movie,2000-09-14
10333,The Prince of Tides,1991-12-25
4476,Legends of the Fall,1994-12-16
22947,Up in the Air,2009-09-05
2755,About Schmidt,2002-12-13
82654,Warm Bodies,2013-01-31
59967,Looper,2012-09-26
16300,Down to Earth,2001-02-16
9598,Babe,1995-07-18
82696,Hope Springs,2012-08-07
9870,Forgetting Sarah Marshall,2008-04-17
8292,Four Brothers,2005-08-11
8780,Baby Mama,2008-04-23
9715,Hope Floats,1998-05-29
10521,Bride Wars,2009-01-09
10762,Without a Paddle,2004-08-20
10096,13 Going on 30,2004-04-13
59436,Midnight in Paris,2011-05-11
227783,The Nut Job,2014-01-17
4133,Blow,2001-04-04
10207,Message in a Bottle,1999-02-22
172,Star Trek V: The Final Frontier,1989-06-09
21972,Like Mike,2002-07-03
36593,The Naked Gun 33⅓: The Final Insult,1994-03-18
707,A View to a Kill,1985-05-24
533,The Curse of the Were-Rabbit,2005-09-04
6023,P.S. I Love You,2007-11-15
6439,Racing Stripes,2005-01-06
4347,Atonement,2007-08-29
37056,Letters to Juliet,2010-05-14
4105,Black Rain,1989-09-22
76489,The Three Stooges,2012-04-13
3933,Corpse Bride,2005-09-09
9918,Glory Road,2006-01-13
273481,Sicario,2015-09-17
307081,Southpaw,2015-06-15
16871,Drag Me to Hell,2009-03-15
293863,The Age of Adaline,2015-04-16
13156,Secondhand Lions,2003-09-19
41233,Step Up 3D,2010-08-04
9266,Blue Crush,2002-08-08
1262,Stranger Than Fiction,2006-09-09
4513,30 Days of Night,2007-10-17
22970,The Cabin in the Woods,2012-04-12
7278,Meet the Spartans,2008-01-24
9013,Midnight Run,1988-07-20
865,The Running Man,1987-11-13
10776,Little Shop of Horrors,1986-12-19
50456,Hanna,2011-04-07
9823,Mortal Kombat: Annihilation,1997-11-21
59861,Larry Crowne,2011-06-30
133805,Carrie,2013-10-16
12763,Take the Lead,2006-03-17
9766,Gridiron Gang,2006-09-15
14034,What's the Worst That Could Happen?,2001-05-31
12244,9,2009-08-19
109421,Side Effects,2013-02-07
11137,The Prince & Me,2004-03-28
51162,Winnie the Pooh,2011-04-13
10152,Dumb and Dumberer: When Harry Met Lloyd,2003-06-13
9452,Bulworth,1998-05-15
239566,Get on Up,2014-08-01
53113,One True Thing,1998-09-18
9271,Virtuosity,1995-08-04
4474,My Super Ex-Girlfriend,2006-06-20
184346,Deliver Us from Evil,2014-07-01
48340,Sanctum,2011-02-03
14846,Little Black Book,2004-08-06
72207,The Five-Year Engagement,2012-04-27
16232,Mr. 3000,2004-06-15
43539,The Next Three Days,2010-11-18
9920,Ultraviolet,2006-03-03
8978,Assault on Precinct 13,2005-01-19
11702,The Replacement Killers,1998-02-06
18550,Fled,1996-07-19
8869,Eight Legged Freaks,2002-07-17
43347,Love & Other Drugs,2010-11-22
3489,88 Minutes,2007-02-14
9701,North Country,2005-02-12
2122,The Whole Ten Yards,2004-04-07
37707,Splice,2009-10-06
10658,Howard the Duck,1986-08-01
13150,Pride and Glory,2008-09-09
9042,The Cave,2005-08-25
17813,Alex & Emma,2003-06-16
11208,Wicker Park,2004-09-03
58151,Fright Night,2011-08-18
11400,The New World,2005-12-25
10350,Wing Commander,1999-03-11
28902,In Dreams,1999-01-15
14164,Dragonball Evolution,2009-04-01
76640,The Last Stand,2013-01-12
11058,Godsend,2004-04-30
14844,Chasing Liberty,2004-01-09
57089,Hoodwinked Too! Hood VS. Evil,2011-04-29
1947,An Unfinished Life,2005-09-09
8054,The Imaginarium of Doctor Parnassus,2009-10-01
46829,Barney's Version,2010-10-26
146238,Runner Runner,2013-09-24
9989,Antitrust,2001-01-12
9665,Glory,1989-12-15
311,Once Upon a Time in America,1984-02-16
102362,Dead Man Down,2013-03-08
11162,The Merchant of Venice,2004-09-03
6016,The Good Thief,2003-04-03
17186,Supercross,2005-08-16
13967,Miss Potter,2006-12-03
2008,The Promise,2005-12-15
9053,DOA: Dead or Alive,2006-09-07
4512,The Assassination of Jesse James by the Coward Robert Ford,2007-09-02
76349,1911,2011-07-03
31203,Little Nicholas,2009-09-30
265208,Wild Card,2015-01-14
45610,Machine Gun Preacher,2011-09-23
50135,Animals United,2010-10-07
1874,Goodbye Bafana,2007-02-11
271331,United Passions,2014-06-19
215211,Grace of Monaco,2014-05-14
367961,Savva. Heart of the Warrior,2015-11-12
10955,Ripley's Game,2002-09-02
223702,Sausage Party,2016-07-11
254470,Pitch Perfect 2,2015-05-07
69,Walk the Line,2005-09-13
4967,Keeping the Faith,2000-04-14
9449,The Borrowers,1997-12-05
11499,Frost/Nixon,2008-10-15
4912,Confessions of a Dangerous Mind,2002-12-30
12771,Serving Sara,2002-08-20
323676,The Boss,2016-04-07
12506,Cry Freedom,1987-11-05
24071,Mumford,1999-09-24
11249,Seed of Chucky,2004-11-11
9667,The Jacket,2005-03-04
812,Aladdin,1992-11-25
277216,Straight Outta Compton,2015-08-13
87,Indiana Jones and the Temple of Doom,1984-05-23
14444,The Rugrats Movie,1998-11-20
2043,Along Came a Spider,2001-04-06
315664,Florence Foster Jenkins,2016-05-06
1428,Once Upon a Time in Mexico,2003-09-11
562,Die Hard,1988-07-15
15373,Role Models,2008-02-03
318846,The Big Short,2015-12-11
26320,Taking Woodstock,2009-09-03
14292,Miracle,2004-02-06
924,Dawn of the Dead,2004-03-19
2018,The Wedding Planner,2001-01-26
192577,Space Pirate Captain Harlock,2013-09-07
9428,The Royal Tenenbaums,2001-10-05
2832,Identity,2003-04-25
137093,Last Vegas,2013-10-31
699,For Your Eyes Only,1981-06-23
9778,Serendipity,2001-10-05
8831,Timecop,1994-09-15
9398,Zoolander,2001-09-28
112949,Safe Haven,2013-02-07
10439,Hocus Pocus,1993-07-16
3638,No Reservations,2007-07-25
23483,Kick-Ass,2010-03-22
62206,30 Minutes or Less,2011-08-11
10577,Dracula 2000,2000-12-22
218778,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08
4348,Pride & Prejudice,2005-09-16
78,Blade Runner,1982-06-25
11780,Rob Roy,1995-04-13
192102,3 Days to Kill,2014-02-14
2001,We Own the Night,2007-05-25
10383,Lost Souls,2000-10-13
11516,Winged Migration,2001-12-12
10025,Just My Luck,2006-05-12
15198,"Mystery, Alaska",1999-10-01
23172,The Spy Next Door,2010-01-15
17834,A Simple Wish,1997-07-11
10016,Ghosts of Mars,2001-08-24
10317,Our Brand Is Crisis,2015-09-11
58431,Pride and Prejudice and Zombies,2016-02-04
9746,Kundun,1997-12-25
13092,How to Lose Friends & Alienate People,2008-10-02
59859,Kick-Ass 2,2013-07-17
13495,Alatriste,2006-09-01
254473,Brick Mansions,2014-04-22
700,Octopussy,1983-06-05
4964,Knocked Up,2007-06-01
10024,My Sister's Keeper,2009-06-26
13490,Welcome Home Roscoe Jenkins,2008-02-08
15927,A Passage to India,1984-12-14
1259,Notes on a Scandal,2006-12-25
5125,Rendition,2007-09-07
174,Star Trek VI: The Undiscovered Country,1991-12-05
9583,Divine Secrets of the Ya-Ya Sisterhood,2002-06-07
9437,Kiss the Girls,1997-10-03
525,The Blues Brothers,1980-06-17
10188,The Sisterhood of the Traveling Pants 2,2008-08-06
63574,Joyful Noise,2012-01-13
245,About a Boy,2002-04-26
9825,Lake Placid,1999-07-15
186,Lucky Number Slevin,2006-02-24
9549,The Right Stuff,1983-10-20
61891,Anonymous,2011-10-21
34584,The NeverEnding Story,1984-04-05
2666,Dark City,1998-02-27
12783,The Duchess,2008-09-05
13155,Return to Oz,1985-06-21
42807,The Newton Boys,1998-03-26
28355,Case 39,2009-08-13
8080,Suspect Zero,2004-08-27
5126,Martian Child,2007-11-02
56288,Spy Kids: All the Time in the World,2011-08-18
303858,Money Monster,2016-05-12
1613,The 51st State,2001-12-07
31582,Flawless,1999-11-26
16617,Mindhunters,2004-05-07
8944,What Just Happened,2008-10-17
41488,The Statement,2003-12-12
37028,The Magic Flute,2006-09-07
14560,Paul Blart: Mall Cop,2009-01-15
10330,Freaky Friday,2003-08-03
6957,The 40 Year Old Virgin,2005-08-11
1934,Shakespeare in Love,1998-12-11
169917,A Walk Among the Tombstones,2014-09-18
951,Kindergarten Cop,1990-12-21
10189,Pineapple Express,2008-08-06
9454,Ever After: A Cinderella Story,1998-07-31
2055,Open Range,2003-08-29
1551,Flatliners,1990-08-09
5902,A Bridge Too Far,1977-06-15
11460,Red Eye,2005-08-04
9358,Final Destination 2,2003-01-31
134,"O Brother, Where Art Thou?",2000-08-30
22894,Legion,2010-01-21
134374,Pain & Gain,2013-04-18
1901,In Good Company,2004-12-29
15028,Clockstoppers,2002-03-17
11509,Silverado,1985-07-10
7445,Brothers,2009-01-27
17047,Agent Cody Banks 2: Destination London,2004-12-03
62838,New Year's Eve,2011-12-08
2057,Original Sin,2001-08-03
70436,The Raven,2012-03-09
16784,Welcome to Mooseport,2004-02-24
8011,Highlander: The Final Dimension,1994-11-29
31640,Blood and Wine,1996-10-03
9092,Snow White: A Tale of Terror,1997-07-18
2779,The Curse of the Jade Scorpion,2001-08-05
316002,Accidental Love,2015-02-10
36355,Flipper,1996-05-17
238615,Self/less,2015-07-10
1985,The Constant Gardener,2005-08-31
615,The Passion of the Christ,2004-02-25
788,Mrs. Doubtfire,1993-11-24
380,Rain Man,1988-12-11
13223,Gran Torino,2008-12-09
10523,W.,2008-10-17
8681,Taken,2008-02-18
239571,The Best of Me,2014-10-16
619,The Bodyguard,1992-11-25
424,Schindler's List,1993-11-29
50014,The Help,2011-08-09
162903,The Fifth Estate,2013-10-11
11024,Scooby-Doo 2: Monsters Unleashed,2004-03-24
208763,Forbidden Kingdom,2014-01-30
6466,Freddy vs. Jason,2003-08-15
254024,The Face of an Angel,2014-09-06
12589,Jimmy Neutron: Boy Genius,2001-12-21
7191,Cloverfield,2008-01-15
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22
117,The Untouchables,1987-06-02
6977,No Country for Old Men,2007-11-08
168530,Ride Along,2014-01-07
634,Bridget Jones's Diary,2001-04-13
392,Chocolat,2000-12-14
10327,"Legally Blonde 2: Red, White & Blonde",2003-07-02
88042,Parental Guidance,2012-12-25
41630,No Strings Attached,2011-01-21
11969,Tombstone,1993-12-25
2085,Romeo Must Die,2000-03-20
794,The Omen,1976-06-06
9286,Final Destination 3,2006-02-10
77877,The Lucky One,2012-04-19
1265,Bridge to Terabithia,2007-02-16
866,Finding Neverland,2004-10-17
175555,A Madea Christmas,2013-12-13
75174,The Grey,2012-01-26
11096,Hide and Seek,2005-01-27
8699,Anchorman: The Legend of Ron Burgundy,2004-07-09
769,GoodFellas,1990-09-12
10923,Agent Cody Banks,2003-03-14
11283,Nanny McPhee,2005-10-21
111,Scarface,1983-12-08
11676,Nothing to Lose,1997-07-18
746,The Last Emperor,1987-10-21
77866,Contraband,2012-01-12
9416,Money Talks,1997-08-22
7345,There Will Be Blood,2007-12-28
14317,The Wild Thornberrys Movie,2002-12-20
20694,Rugrats Go Wild,2003-06-13
12277,Undercover Brother,2002-05-31
9779,The Sisterhood of the Traveling Pants,2005-06-01
2140,Kiss of the Dragon,2001-07-06
12620,The House Bunny,2008-08-22
14177,Beauty Shop,2005-06-02
198185,Million Dollar Arm,2014-05-09
227156,The Giver,2014-08-11
10735,What a Girl Wants,2003-03-27
11351,Jeepers Creepers 2,2003-08-08
10030,Good Luck Chuck,2007-09-21
10623,Cradle 2 the Grave,2003-02-28
590,The Hours,2002-12-27
9655,She's the Man,2006-03-17
1268,Mr. Bean's Holiday,2007-03-22
11237,Anacondas: The Hunt for the Blood Orchid,2004-08-26
190955,Blood Ties,2013-08-22
5123,August Rush,2007-11-21
4518,Elizabeth,1998-09-13
11932,Bride of Chucky,1998-10-16
11165,Tora! Tora! Tora!,1970-01-26
6116,Spice World,1997-12-19
57431,The Sitter,2011-12-09
21724,Dance Flick,2009-05-22
278,The Shawshank Redemption,1994-09-23
9290,Crocodile Dundee in Los Angeles,2001-04-12
11543,Kingpin,1996-07-04
284536,The Gambler,2014-12-25
152737,August: Osage County,2013-12-26
13374,Ice Princess,2005-03-17
8976,A Lot Like Love,2005-04-22
319888,Eddie the Eagle,2016-02-26
9469,He Got Game,1998-05-01
1909,Don Juan DeMarco,1994-10-01
22971,Dear John,2010-02-04
34813,The Losers,2010-04-23
46261,Don't Be Afraid of the Dark,2010-11-06
10431,War,2007-08-24
8051,Punch-Drunk Love,2002-10-25
9352,EuroTrip,2004-02-20
10167,Half Past Dead,2002-11-15
18147,Unaccompanied Minors,2006-12-08
17170,"Bright Lights, Big City",1988-04-01
18975,The Adventures of Pinocchio,1996-07-26
15487,The Greatest Game Ever Played,2005-09-30
22825,The Box,2009-09-17
11152,The Ruins,2008-04-02
1831,The Next Best Thing,2000-03-03
43931,My Soul to Take,2010-10-08
10591,The Girl Next Door,2004-04-09
10861,Maximum Risk,1996-09-13
12770,Stealing Harvard,2002-09-13
276907,Legend,2015-09-09
10074,Hot Rod,2007-08-03
65055,Shark Night,2011-09-02
10397,Angela's Ashes,1999-12-25
200505,Draft Day,2014-04-11
11954,Lifeforce,1985-06-20
60309,The Conspirator,2010-09-10
9787,Lords of Dogtown,2005-06-03
293646,The 33,2015-08-06
6978,Big Trouble in Little China,1986-05-30
133698,Fly Me to the Moon,2012-10-29
59440,Warrior,2011-09-09
1770,Michael Collins,1996-10-25
10655,Gettysburg,1993-10-08
8988,Stop-Loss,2008-03-28
15992,Abandon,2002-10-14
17707,Brokedown Palace,1999-08-13
77883,The Possession,2012-08-30
40001,Mrs. Winterbourne,1996-04-19
64639,Straw Dogs,2011-09-16
9903,The Hoax,2006-10-14
21338,Stone Cold,1991-05-17
20766,The Road,2009-11-25
24264,Sheena,1984-08-17
19803,Underclassman,2005-09-02
20309,Say It Isn't So,2001-03-12
9912,The World's Fastest Indian,2005-10-12
9067,Tank Girl,1995-03-31
27360,King's Ransom,2005-04-22
8338,Blindness,2008-05-14
168705,BloodRayne,2005-10-22
72113,Carnage,2011-09-16
9729,Where the Truth Lies,2005-10-07
94352,Cirque du Soleil: Worlds Away,2012-11-09
22256,Without Limits,1998-09-11
12404,Me and Orson Welles,2009-11-25
152742,The Best Offer,2013-01-01
11699,The Bad Lieutenant: Port of Call - New Orleans,2009-09-11
49953,A Turtle's Tale: Sammy's Adventures,2010-08-03
48034,Little White Lies,2010-10-20
39845,Love Ranch,2010-06-30
25353,The True Story of Puss 'n Boots,2009-04-01
36696,Space Dogs,2010-03-18
109091,The Counselor,2013-10-25
38543,Ironclad,2011-03-03
33157,Waterloo,1970-10-26
290864,Kung Fu Jungle,2014-10-31
242166,Red Sky,2014-03-12
859,Dangerous Liaisons,1988-12-16
83770,On the Road,2012-05-22
168,Star Trek IV: The Voyage Home,1986-11-25
1246,Rocky Balboa,2006-12-20
4233,Scream 2,1997-12-09
174751,Jane Got a Gun,2016-01-01
184098,Think Like a Man Too,2014-06-20
2069,The Whole Nine Yards,2000-02-18
1788,Footloose,1984-02-17
11635,Old School,2003-02-21
177,The Fisher King,1991-09-09
3600,I Still Know What You Did Last Summer,1998-11-13
2621,Return to Me,2000-04-07
10358,Zack and Miri Make a Porno,2008-09-18
10480,Nurse Betty,2000-09-08
10313,The Men Who Stare at Goats,2009-10-17
18828,Double Take,2001-01-12
3558,"Girl, Interrupted",1999-12-21
13476,Win a Date with Tad Hamilton!,2004-01-23
10208,Muppets from Space,1999-07-14
24961,The Wiz,1978-10-24
20697,Ready to Rumble,2000-04-07
20761,Play It to the Bone,1999-12-25
70868,I Don't Know How She Does It,2011-09-16
43593,Piranha 3D,2010-08-20
6478,Beyond the Sea,2004-12-17
40688,Meet the Deedles,1998-03-27
26672,The Thief and the Cobbler,1993-09-23
45881,The Bridge of San Luis Rey,2004-01-01
41283,Faster,2010-11-23
4935,Howl's Moving Castle,2004-11-19
19908,Zombieland,2009-10-07
10663,The Waterboy,1998-11-06
1891,The Empire Strikes Back,1980-05-17
9737,Bad Boys,1995-04-07
37137,The Naked Gun 2½: The Smell of Fear,1991-06-28
9532,Final Destination,2000-03-16
10316,The Ides of March,2011-09-24
2787,Pitch Black,2000-02-18
12658,Someone Like You...,2001-03-30
152601,Her,2013-12-18
10866,Joy Ride,2001-10-05
227707,The Adventurer: The Curse of the Midas Box,2013-12-05
21349,Anywhere But Here,1999-11-12
19150,The Crew,2000-08-21
70435,Haywire,2011-11-06
580,Jaws: The Revenge,1987-07-17
9819,Marvin's Room,1996-12-18
13579,The Longshots,2008-08-22
20024,The End of the Affair,1999-12-03
2453,Harley Davidson and the Marlboro Man,1991-08-23
6973,In the Valley of Elah,2007-08-31
11156,Coco Before Chanel,2009-04-22
354110,Forsaken,2015-09-16
22215,Cheri,2009-02-10
11632,Vanity Fair,2004-09-01
30596,Bodyguards and Assassins,2009-12-18
3021,1408,2007-07-12
957,Spaceballs,1987-06-24
256917,The Water Diviner,2014-12-25
251,Ghost,1990-07-12
544,There's Something About Mary,1998-07-15
11395,The Santa Clause,1994-11-10
14635,The Rookie,2002-03-25
13680,The Game Plan,2007-09-28
688,The Bridges of Madison County,1995-05-28
11090,The Animal,2001-06-01
783,Gandhi,1982-11-30
228194,The Hundred-Foot Journey,2014-08-06
1642,The Net,1995-07-28
10950,I Am Sam,2001-12-28
235260,Son of God,2014-02-28
277,Underworld,2003-09-19
8999,Derailed,2005-11-11
11323,The Informant!,2009-09-18
10445,Shadowlands,1993-12-25
11453,Deuce Bigalow: European Gigolo,2005-08-06
146239,Delivery Man,2013-10-10
205588,Our Kind of Traitor,2016-05-05
10878,Saving Silverman,2001-02-09
82650,Diary of a Wimpy Kid: Dog Days,2012-08-02
10279,Summer of Sam,1999-07-02
2294,Jay and Silent Bob Strike Back,2001-08-22
2176,The Glass House,2001-09-14
270487,"Hail, Caesar!",2016-02-05
19366,Josie and the Pussycats,2001-04-06
204082,Homefront,2013-11-27
24100,The Little Vampire,2000-10-27
1599,I Heart Huckabees,2004-09-10
5550,RoboCop 3,1993-04-17
30379,Megiddo: The Omega Code 2,2001-09-07
42586,Darling Lili,1970-01-01
17709,Dudley Do-Right,1999-08-27
287948,The Transporter Refueled,2015-09-03
7548,The Libertine,2004-09-16
9075,Black Book,2006-09-01
11661,Joyeux Noël,2005-11-09
109513,Hit & Run,2012-08-22
12085,Mad Money,2008-01-17
204922,Before I Go to Sleep,2014-09-03
38985,Sorcerer,1977-06-24
44113,Stone,2010-10-07
21494,Moliere,2007-01-31
164457,Out of the Furnace,2013-12-06
4566,Michael Clayton,2007-09-28
17795,My Fellow Americans,1996-12-20
1073,Arlington Road,1999-03-19
153158,Underdogs,2013-07-18
81836,To Rome with Love,2012-04-20
10724,Firefox,1982-06-13
9473,"South Park: Bigger, Longer & Uncut",1999-06-30
2196,Death at a Funeral,2007-02-09
1499,Teenage Mutant Ninja Turtles III,1993-03-17
20857,Hardball,2001-09-14
82693,Silver Linings Playbook,2012-09-08
1646,Freedom Writers,2007-01-05
44944,For Colored Girls,2010-11-05
4108,The Transporter,2002-10-02
8456,Never Back Down,2008-03-04
7341,The Rage: Carrie 2,1999-03-11
19255,Away We Go,2009-06-05
10187,Swing Vote,2008-08-01
31005,Moonlight Mile,2002-09-09
49517,Tinker Tailor Soldier Spy,2011-09-16
44857,Molly,1999-10-22
50780,The Beaver,2011-02-11
16363,The Best Little Whorehouse in Texas,1982-07-23
1946,eXistenZ,1999-04-14
85,Raiders of the Lost Ark,1981-06-12
772,Home Alone 2: Lost in New York,1992-11-19
840,Close Encounters of the Third Kind,1977-11-16
9682,Pulse,2006-08-11
96,Beverly Hills Cop II,1987-05-18
10678,Bringing Down the House,2003-03-07
274,The Silence of the Lambs,1991-02-01
8872,Wayne's World,1992-02-14
16290,Jackass 3D,2010-10-15
579,Jaws 2,1978-06-16
14405,Beverly Hills Chihuahua,2008-10-03
138843,The Conjuring,2013-07-18
11637,Are We There Yet?,2005-01-20
226486,Tammy,2014-07-02
1584,School of Rock,2003-10-03
9312,Mortal Kombat,1995-08-18
12153,White Chicks,2004-06-23
65057,The Descendants,2011-09-09
8326,Holes,2003-04-18
35690,The Last Song,2010-03-31
76203,12 Years a Slave,2013-10-18
13497,Drumline,2002-12-13
35688,Why Did I Get Married Too?,2010-04-02
162,Edward Scissorhands,1990-12-05
296096,Me Before You,2016-06-02
103370,Madea's Witness Protection,2012-06-29
1051,The French Connection,1971-10-09
376659,Bad Moms,2016-07-28
10073,Date Movie,2006-02-17
16690,Return to Never Land,2002-02-14
273895,Selma,2014-12-25
14873,The Jungle Book 2,2003-02-07
8968,Boogeyman,2005-02-04
9963,Premonition,2007-02-08
15655,The Tigger Movie,2000-02-11
21208,Orphan,2009-07-24
272878,Max,2015-06-26
9760,Epic Movie,2007-01-25
314365,Spotlight,2015-11-06
13279,Lakeview Terrace,2008-09-19
1975,The Grudge 2,2006-10-13
33644,How Stella Got Her Groove Back,1998-08-14
1649,Bill & Ted's Bogus Journey,1991-07-19
9895,Man of the Year,2006-10-09
9570,The Black Hole,1979-12-18
27579,The American,2010-08-31
16052,Selena,1997-03-21
40264,Vampires Suck,2010-08-18
1164,Babel,2006-09-08
239678,This Is Where I Leave You,2014-09-10
14359,Doubt,2008-11-27
3989,Team America: World Police,2004-10-10
76617,Texas Chainsaw 3D,2013-01-03
1710,Copycat,1995-10-27
4258,Scary Movie 5,2013-04-11
20391,Paint Your Wagon,1969-10-15
10139,Milk,2008-11-26
335778,Risen,2016-02-19
9645,Ghost Ship,2002-10-25
55465,A Very Harold & Kumar Christmas,2011-11-04
617,Wild Things,1998-03-20
19904,The Stepfather,2009-10-16
48289,The Debt,2010-04-11
243,High Fidelity,2000-03-17
6933,One Missed Call,2008-01-04
17182,Eye for an Eye,1996-01-12
8848,The Bank Job,2008-02-28
38,Eternal Sunshine of the Spotless Mind,2004-03-19
38303,You Again,2010-09-24
1266,Street Kings,2008-04-10
107985,The World's End,2013-07-18
14043,Nancy Drew,2007-06-15
19901,Daybreakers,2009-01-06
34016,She's Out of My League,2010-03-11
59860,Monte Carlo,2011-07-01
10069,Stay Alive,2006-03-24
9588,Quigley Down Under,1990-10-17
12819,Alpha and Omega,2010-09-17
9954,The Covenant,2006-09-08
10115,Stick It,2006-04-21
25132,Shorts,2009-08-21
577,To Die For,1995-05-20
328387,Nerve,2016-07-27
12690,Appaloosa,2008-09-12
9945,Vampires,1998-04-15
539,Psycho,1960-06-16
13596,My Best Friend's Girl,2008-09-19
226857,Endless Love,2014-02-12
13159,Georgia Rule,2007-05-11
47941,Under the Rainbow,1981-07-31
526,Ladyhawke,1985-03-27
22796,Simon Birch,1998-09-11
2355,Reign Over Me,2007-03-23
5915,Into the Wild,2007-09-11
9842,School for Scoundrels,2006-09-29
61012,Silent Hill: Revelation 3D,2012-10-10
755,From Dusk Till Dawn,1996-01-19
13682,Pooh's Heffalump Movie,2005-02-11
9089,Home for the Holidays,1995-11-02
9470,Kung Fu Hustle,2004-02-10
18357,The Country Bears,2002-07-26
7979,The Kite Runner,2007-10-14
470,21 Grams,2003-09-06
15644,Paparazzi,2004-09-03
9582,A Guy Thing,2003-01-17
10642,Loser,2000-07-21
22074,Capitalism: A Love Story,2009-09-06
2428,The Greatest Story Ever Told,1965-02-15
290751,Secret in Their Eyes,2015-10-14
13805,Disaster Movie,2008-08-29
4597,Armored,2009-12-04
9414,The Man Who Knew Too Little,1997-11-14
63492,What's Your Number?,2011-09-30
81796,Lockout,2012-04-12
10710,Envy,2004-04-30
15092,Crank: High Voltage,2009-04-16
11382,Bullets Over Broadway,1994-10-14
15005,One Night with the King,2006-10-13
8198,The Quiet American,2002-11-22
6963,The Weather Man,2005-10-20
15070,Undisputed,2002-08-23
12797,Ghost Town,2008-09-19
17134,12 Rounds,2009-03-19
41402,Let Me In,2010-10-01
18885,3 Ninjas Kick Back,1994-05-06
4953,Be Kind Rewind,2008-01-20
10773,Mrs Henderson Presents,2005-09-09
146198,Triple 9,2016-02-19
2639,Deconstructing Harry,1997-08-26
10563,Three to Tango,1999-10-22
295964,Burnt,2015-10-02
5971,We're No Angels,1989-12-15
9716,Everyone Says I Love You,1996-12-06
11835,Death Sentence,2007-08-31
26171,Everybody's Fine,2009-12-04
31117,Superbabies: Baby Geniuses 2,2004-08-27
9074,The Man,2005-09-08
14396,Code Name: The Cleaner,2007-01-05
15673,Connie and Carla,2004-04-16
42618,Sweet Charity,1969-01-01
171274,Inherent Vice,2014-12-25
24432,Doogal,2006-02-24
109417,Battle of the Year,2013-09-21
13948,An American Carol,2008-10-03
106747,Machete Kills,2013-09-12
10929,Willard,2003-03-14
14220,Strange Wilderness,2008-02-01
46435,Topsy-Turvy,1999-09-03
256962,Little Boy,2015-04-23
48231,A Dangerous Method,2011-09-30
3509,A Scanner Darkly,2006-05-25
82684,Chasing Mavericks,2012-10-25
12142,Alone in the Dark,2005-01-28
23367,Bandslam,2009-08-06
10740,Birth,2004-09-08
241239,A Most Violent Year,2014-12-30
14582,Passchendaele,2008-10-17
14914,Flash of Genius,2008-09-07
3902,I'm Not There.,2007-10-01
77948,The Cold Light of Day,2012-04-04
21755,The Brothers Bloom,2008-09-09
4960,"Synecdoche, New York",2008-10-24
128,Princess Mononoke,1997-07-12
14652,Bon voyage,2003-04-16
40932,Can't Stop the Music,1980-06-20
16608,The Proposition,2005-10-06
334531,My All American,2015-11-13
32316,Marci X,2003-08-22
7299,Equilibrium,2002-12-06
13405,The Children of Huang Shi,2008-07-03
19457,The Yards,2000-04-27
112937,The Oogieloves in the Big Balloon Adventure,2012-08-29
314385,By the Sea,2015-11-12
8953,Steamboy,2004-07-17
29078,The Game of Their Lives,2005-01-01
46503,All Good Things,2010-12-03
10448,Rapa Nui,1994-09-09
13688,CJ7,2008-01-30
10353,The Visitors II: The Corridors of Time,1998-02-11
43935,Dylan Dog: Dead of Night,2011-03-16
11458,People I Know,2002-11-21
44638,The Tempest,2010-12-10
241257,Regression,2015-10-01
14538,Three Kingdoms: Resurrection of the Dragon,2008-04-03
13250,Butterfly on a Wheel,2007-07-27
133931,Zambezia,2012-06-05
280871,Ramanujan,2014-07-11
